path,metadata,hasmetadata,version,isuserpro,isuserpublisher,isuserstaff,haspaywall,israted,isofficial,isoriginal,isdraft,hascustomaudio,hascustomvideo,ncomments,nfavorites,nviews,nratings,rating,license,licenseurl,genres,groups,tags,songname,title,subtitle,artistname,composername,publisher,complexity,ntracks,tracks,songlength,songlengthseconds,songlengthbars,songlengthbeats,nnotes,notesperbar,nannotations,hasannotations,nlyrics,haslyrics,ntokens,pitchclassentropy,scaleconsistency,grooveconsistency,bestpath,isbestpath,bestarrangement,isbestarrangement,bestuniquearrangement,isbestuniquearrangement,subsetall,subsetrated,subsetdeduplicated,subsetrateddeduplicated
./data/S/S/QmSStVtVVa1giWRtkfiGU3NrV3gUNrZaJiJWQ7DPSmcF58.json,./metadata/6/4959662.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,6,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Lisheen,The Lisheen,,Misc tunes,,,1,1,0,46080,23.99999999968,16,192,150,9.375,3,True,0,False,153,2.618457236492272,0.9733333333333334,0.9348958333333334,/data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,/data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,False,True,False,False,False
./data/Y/H/QmYHrcNheonBHrPKbWAPcJiUKrULEeZgdpUAXwC9DKcp8V.json,./metadata/9/4859317.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,2,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,MacLean's favorite,MacLean's Favorite,,Misc tunes,,,1,1,0,56640,117.99999999400168,33,62,224,6.787878787878788,7,True,0,False,231,2.776543424207972,0.9196428571428572,0.9798850574712644,/data2/zachary/musescore/data/X/F/QmXFtvg4UoGsYKiCCzf1WiNboCf1AASxFNgHWvp8mwECTz.mscz,False,/data2/zachary/musescore/data/X/F/QmXFtvg4UoGsYKiCCzf1WiNboCf1AASxFNgHWvp8mwECTz.mscz,False,/data2/zachary/musescore/data/X/F/QmXFtvg4UoGsYKiCCzf1WiNboCf1AASxFNgHWvp8mwECTz.mscz,False,True,False,False,False
./data/a/s/QmasCNzBbWUEo8tQxMoTpvGmvEMnHpyLVJ1NViE3DmLQNi.json,./metadata/8/5507625.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,24,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,praeludium,,Preludium quinti toni / Praeludium quinti toni (HS.dGJ.082),HS.dGJ.082,,Bij een vergaedert ende op gestelt door Ioannes de Grúijtters,,0,2,40-42,115200,287.999423986464,64,124,584,9.125,25,True,0,False,609,2.7635572812004088,0.9965753424657534,0.9722222222222222,/data2/zachary/musescore/data/R/r/QmRr6fQNTzYRtPKyRRcgKzBAqwxjMzTsmY8pM2ZccmQjDk.mscz,False,/data2/zachary/musescore/data/a/k/QmakMJGY1TRUw8en8z8WnjXaxj1jP8uxQsmt4jPUD3S77A.mscz,False,/data2/zachary/musescore/data/X/j/QmXjN7xFRW6ZuujZ8LkB8pFzdoPr7JyZXhZD6HhTsGLD3r.mscz,False,True,False,False,False
./data/T/j/QmTjZje67rAi7a9FCjTxQS9DYwvUVMNtYiqT4AHBMqd3qm.json,./metadata/1/5801070.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,1,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,O Savior Awful Was The Word,O Savior Awful Was The Word - Richard Mant,,Richard Mant,,,0,2,0-91,21120,21.99999999943167,15,45,124,8.266666666666667,1,True,1,True,126,2.8184231847239887,0.967741935483871,0.9666666666666668,/data2/zachary/musescore/data/T/j/QmTjZje67rAi7a9FCjTxQS9DYwvUVMNtYiqT4AHBMqd3qm.mscz,True,/data2/zachary/musescore/data/T/j/QmTjZje67rAi7a9FCjTxQS9DYwvUVMNtYiqT4AHBMqd3qm.mscz,True,/data2/zachary/musescore/data/T/j/QmTjZje67rAi7a9FCjTxQS9DYwvUVMNtYiqT4AHBMqd3qm.mscz,True,True,False,True,False
./data/f/4/Qmf49myGbdTU5BKhyUcMDwzdaZaZJdwdQto7m16NP2msFn.json,./metadata/6/5811416.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,1,14,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,religiousmusic,,,i will praise him,I will praise him I will praise him - Wm. J. Kirkpatrick,,Misc Praise Songs,,,1,1,0,51960,33.6874336246361,27,121,414,15.333333333333334,23,True,0,False,437,2.638436311585343,0.973170731707317,0.9459876543209876,/data2/zachary/musescore/data/d/e/QmdeCkCHrbhVCFpip2taRz6BadaU5RwJEHsksfsa2gJ3eN.mscz,False,/data2/zachary/musescore/data/U/u/QmUuRUoGAeGw7Ca1ibFSBRsbA7RpZXX8BAYTwUDGH7qpxF.mscz,False,/data2/zachary/musescore/data/f/4/Qmf49myGbdTU5BKhyUcMDwzdaZaZJdwdQto7m16NP2msFn.mscz,True,True,False,True,False
./data/N/y/QmNy7g11x7iLXpqzHbmFC4qTp51mKR4qUjpjtnsYVNtgbu.json,./metadata/3/4571452.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,6,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,The Duke of Wellington,The Duke of Wellington,,Misc tunes,,,1,1,0,46560,24.249999999676668,36,194,160,4.444444444444445,3,True,0,False,163,2.768992311071207,1.0,0.9236111111111112,/data2/zachary/musescore/data/e/F/QmeFRA9gta582gTc8QLG69USh5qA1izeqpRRqqw2D4nTBF.mscz,False,/data2/zachary/musescore/data/e/F/QmeFRA9gta582gTc8QLG69USh5qA1izeqpRRqqw2D4nTBF.mscz,False,/data2/zachary/musescore/data/e/F/QmeFRA9gta582gTc8QLG69USh5qA1izeqpRRqqw2D4nTBF.mscz,False,True,False,False,False
./data/R/S/QmRSKfrMhRRxQSNb2C5wNhB7k8MAP9bJSFarcxwQABc63Z.json,./metadata/3/5838089.json,True,3.01,False,False,False,False,False,False,False,False,False,False,0,0,23,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,folk,,,Unknown,Prádanos BGM From Nanaimo,,Misc Traditional,As,,0,1,40,71040,80.72741950230753,37,148,319,8.621621621621621,125,True,0,False,444,2.7767762717954825,0.9937304075235108,0.90259009009009,/data2/zachary/musescore/data/R/S/QmRSKfrMhRRxQSNb2C5wNhB7k8MAP9bJSFarcxwQABc63Z.mscz,True,/data2/zachary/musescore/data/R/S/QmRSKfrMhRRxQSNb2C5wNhB7k8MAP9bJSFarcxwQABc63Z.mscz,True,/data2/zachary/musescore/data/R/S/QmRSKfrMhRRxQSNb2C5wNhB7k8MAP9bJSFarcxwQABc63Z.mscz,True,True,False,True,False
./data/T/8/QmT8KnYrgeCF9AS1ErxMMYuPLKT2QLjUQK4YCt337rZ2o6.json,./metadata/6/4878064.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,0,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,,,,John Doherty's,John Doherty's,,Misc tunes,,,1,1,0,5760,5.999999999845,4,12,26,6.5,1,True,0,False,27,2.661226256269789,0.8846153846153846,0.8958333333333334,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,/data2/zachary/musescore/data/V/2/QmV2RMMZuHxhgQqEUV98FpFGJ5mPuDVSXy36xRDW62c8S4.mscz,False,True,False,False,False
./data/Z/4/QmZ4KAANwUPURQi76eK8h9Kzs5j8Ca1mpnGfpKLB9kc7iW.json,./metadata/2/5755924.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,5,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Double chant in A minor III,Double chant in A minor III - John Camidge,,John Camidge,,,0,3,73-73-73,26880,27.999999999276667,14,56,206,14.714285714285714,8,True,0,False,214,2.756793507290788,0.8859649122807017,0.9761904761904762,/data2/zachary/musescore/data/P/k/QmPkbaazcUfmwJYgNz6zo8SEwxSuEdDqcjpuZdMa97wJDk.mscz,False,/data2/zachary/musescore/data/b/V/QmbVbUZwv65WADftEN81rBXdcrspdECWuFY4hwakk3oEKV.mscz,False,/data2/zachary/musescore/data/W/v/QmWvztvm3HamuaV5GqoY4kRhxw88ccqENUzoA9thFDCYJ9.mscz,False,True,False,False,False
./data/P/3/QmP3eKj4L9svgJL8ZB4fiG8Vb7LaU7jkJege2panbjacKX.json,./metadata/6/5333753.json,True,2.06,True,False,False,False,False,False,False,False,False,False,0,1,62,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,christmas-carols-caroling-unison-christian,,Christmas Hymns and Carols (Sequence 4),(Sequence 4),,,,0,1,52,114240,154.51310432520228,70,476,226,3.2285714285714286,9,True,199,True,434,3.192505397565556,0.8362831858407079,0.9449152542372882,/data2/zachary/musescore/data/a/v/Qmavrv6x2fiBd7k9sB4QS5Y9X1csKDnpGZQt6jdNnQTxDy.mscz,False,/data2/zachary/musescore/data/f/1/Qmf17DfejwjpoAiURkGL4BLBGFKWAXW4UsucSjBwMoKPpk.mscz,False,/data2/zachary/musescore/data/P/3/QmP3eKj4L9svgJL8ZB4fiG8Vb7LaU7jkJege2panbjacKX.mscz,True,True,False,True,False
./data/c/s/Qmcsjb8cszCFMz9L2BadZmnGYB1GssHA64i18kQ8BRSoYr.json,./metadata/5/5732061.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,5,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,The praise of sion waits for thee,The praise of sion waits for thee - Lowell Mason,,Lowell Mason,Lowell Mason 1839,,0,2,0-0,20640,22.43474359116989,17,44,169,9.941176470588236,2,True,0,False,171,2.754255592988988,0.9871794871794872,0.9666666666666668,/data2/zachary/musescore/data/f/P/QmfP28oCkJYH6Qrw5HAe3LUBEpBVeiWEq5qpVeiwGEBLJ6.mscz,False,/data2/zachary/musescore/data/T/W/QmTWYSkuSMegpbhyGqRsq9SsAVT2oYS7LgyiZNZKAVNjHN.mscz,False,/data2/zachary/musescore/data/c/s/Qmcsjb8cszCFMz9L2BadZmnGYB1GssHA64i18kQ8BRSoYr.mscz,True,True,False,True,False
./data/Q/V/QmQVPSr7PVDUc2ztkk8pvPRWUz5wPKRCActXzXLH51PoPP.json,./metadata/6/5366910.json,True,3.01,False,False,False,False,True,False,False,False,False,False,0,21,1422,10,4.84,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,,jazz,how high the moon,How High The Moon,,Nancy Hamilton,Morgan Lewis,,0,3,0-32-56,100960,105.16666666394988,53,213,456,8.60377358490566,19,True,0,False,475,3.250873927472574,0.8179824561403509,0.8657852564102564,/data2/zachary/musescore/data/V/v/QmVvUiEe8tdR46paX8YAMavxoUfJQhiWmhZ3Uk7YDaPR53.mscz,False,/data2/zachary/musescore/data/Q/V/QmQVPSr7PVDUc2ztkk8pvPRWUz5wPKRCActXzXLH51PoPP.mscz,True,/data2/zachary/musescore/data/Q/V/QmQVPSr7PVDUc2ztkk8pvPRWUz5wPKRCActXzXLH51PoPP.mscz,True,True,True,True,True
./data/R/H/QmRHedFDZ8HAd44b231ZKFMn6N8kS5CmUreSEgrydcj88N.json,./metadata/7/5919473.json,True,3.01,False,False,False,False,False,False,True,False,False,False,13,14,265,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,,musescorecomposers-thescoreadvicegroup-groupsthatloveminorchords-pianovirtuoso-keyboard-youngcomposersgroup-needcritiqueoradvice-critiqueandreviews-originalclassicalcomposersclub-composersthenextgeneration-originalcompositions-amateurcomposers-solopianoneoclassical-composersoftheworld-getyourmusicheard-themastercomposersarrangers-selftaughtcomposers-romanticcompositions-mandekmusicpublishing-pianists-originalmusicofanykind-randomiyscrewingaround-adultmusescoreers-thethreeerasremade,rsacontest-nocturne-short-aflatmajor-romantic,Petit Nocturne for Left Hand,Petit Nocturne for Left Hand,Op.44 for the left hand,mw120,M.Wong,,3,1,0,84960,126.3547658839363,61,179,932,15.278688524590164,149,True,0,False,1081,3.252961774162879,0.8484848484848485,0.9555555555555556,/data2/zachary/musescore/data/W/p/QmWpNBGGFf8bfMGybQ5Xz5Jh6EwEJpWMJpbz9oameG7KvV.mscz,False,/data2/zachary/musescore/data/W/p/QmWpNBGGFf8bfMGybQ5Xz5Jh6EwEJpWMJpbz9oameG7KvV.mscz,False,/data2/zachary/musescore/data/R/H/QmRHedFDZ8HAd44b231ZKFMn6N8kS5CmUreSEgrydcj88N.mscz,True,True,False,True,False
./data/d/R/QmdR2Fyn56UzBDNt45XvfG9G8inp2cGuEwkznBEKuJZsw7.json,./metadata/2/4954963.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,6,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,the Marquis of Huntly's Strathspey,William Marshall - The Marquis of Huntly's Strathspey,,William Marshall,William Marshall,,1,1,0,61440,119.99962499798436,34,130,286,8.411764705882353,4,True,0,False,290,2.625897807838042,0.993006993006993,0.8880208333333334,/data2/zachary/musescore/data/R/W/QmRWj74uGdXVSboKnB6WsHQXLp46LBQwnkpnkeCX7jNi6o.mscz,False,/data2/zachary/musescore/data/Y/Z/QmYZTbE63j53Ar8WFG8P5sc3mEXRQRCxGzdu22JXrNQmWq.mscz,False,/data2/zachary/musescore/data/Z/c/QmZcBQbpstrpAZFmmKTPG7CgzDRy8433i2odLjD27uuzPz.mscz,False,True,False,False,False
./data/f/T/QmfT5aeBuzKpfYQSkdcpS4MNiGdgR3RdCfR5Vm4rYc5KPt.json,./metadata/5/6010483.json,True,2.06,False,False,False,False,False,False,False,False,False,False,1,2,89,0,0.0,cc-zero,https://creativecommons.org/publicdomain/zero/1.0/,rbfunksoul,,,valerie,Valerie (HT),,Amy Winehouse,Mark Ronson ft. Amy Winehouse,,0,5,40-40-56-66-67,170880,201.5090537512745,89,356,658,7.393258426966292,10,True,0,False,668,2.7394913062677264,1.0,0.9700374531835206,/data2/zachary/musescore/data/f/3/Qmf3r2eRuDDpRW37ZHraSWTFgkDqw2J6DXuT3bwUAYPd24.mscz,False,/data2/zachary/musescore/data/f/T/QmfT5aeBuzKpfYQSkdcpS4MNiGdgR3RdCfR5Vm4rYc5KPt.mscz,True,/data2/zachary/musescore/data/f/T/QmfT5aeBuzKpfYQSkdcpS4MNiGdgR3RdCfR5Vm4rYc5KPt.mscz,True,True,False,True,False
./data/Y/8/QmY8XgTRWqaG777q4kvyHQk4Sf61DKDQkUV2rRVzAFZper.json,./metadata/6/5753090.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,8,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Quell' è pur il mio core,Quell' è pur il mio core - Marco da Gagliano,,Marco da Gagliano,Marco da Gagliano1582 - 1643,,0,4,0-0-0-0,128640,133.99999999653832,67,268,644,9.611940298507465,4,True,421,True,1069,3.0374504298875022,0.9290657439446368,0.9446517412935324,/data2/zachary/musescore/data/S/D/QmSDihKCAA3ziT2ANwmegACxeXxTaEPCvjqqwPdFMZmgdW.mscz,False,/data2/zachary/musescore/data/Y/8/QmY8XgTRWqaG777q4kvyHQk4Sf61DKDQkUV2rRVzAFZper.mscz,True,/data2/zachary/musescore/data/Y/8/QmY8XgTRWqaG777q4kvyHQk4Sf61DKDQkUV2rRVzAFZper.mscz,True,True,False,True,False
./data/V/R/QmVRySdJCYTE6FicxTfAjL5CMiv5wRrPD7YT6EDpXdmFcZ.json,./metadata/2/5740199.json,True,3.01,True,False,False,False,False,False,False,False,False,False,0,0,3,0,0.0,publicdomain,https://creativecommons.org/publicdomain/mark/1.0/,classical,,,Looking for that blessèd hope,Looking for that blessèd hope - Thoro Harris,,Thoro Harris,Thoro Harris,,0,2,0-0,27360,30.26554029220825,17,59,345,20.294117647058822,5,True,150,True,500,2.8825803279951314,0.9669669669669668,0.9345238095238096,/data2/zachary/musescore/data/c/Z/QmcZrrCzR8USRG4mdDiCfcEymXuDk4my7L4HHjV8XKKSfd.mscz,False,/data2/zachary/musescore/data/V/R/QmVRySdJCYTE6FicxTfAjL5CMiv5wRrPD7YT6EDpXdmFcZ.mscz,True,/data2/zachary/musescore/data/V/R/QmVRySdJCYTE6FicxTfAjL5CMiv5wRrPD7YT6EDpXdmFcZ.mscz,True,True,False,True,False
