,Unnamed: 0,isuserpublisher_hasannotations_hasmetadata_isofficial_subsetall_isdraft,licenseurl,subsetrateddeduplicated,isbestuniquearrangement,subsetdeduplicated,isbestarrangement,hascustomvideo,hascustomaudio,license,isuserstaff,subsetrated,haspaywall,isoriginal,isbestpath,haslyrics,publisher,isuserpro,israted,complexity,version,ncomments,ntracks,genres,rating,nratings,bestpath,bestarrangement,nfavorites,songlengthbars,bestuniquearrangement,groups,songlengthbeats,nannotations,grooveconsistency,artistname,songlength,scaleconsistency,nlyrics,songlengthseconds,tracks,composername,subtitle,tags,nviews,notesperbar,ntokens,nnotes,songname,title,pitchclassentropy,path_metadata,manual_labels,gpt4o,llama3-8b,llama3-70b
10,1237,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,artistname: Misc tunes,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,nfavorites: 0,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,composername: ,tags: ,subtitle: la Turc,songlengthbars: 48,nannotations: 11,songlengthseconds: 191.99999999024,nviews: 3,scaleconsistency: 1.0,songlengthbeats: 96,songlength: 92160,grooveconsistency: 0.9791666666666666,notesperbar: 3.333333333333333,ntokens: 171,nnotes: 160,songname: 2. La Turc,title: 2. La Turc,pitchclassentropy: 2.6241408588504784,path: ./data/Q/Q/QmQQtHnWAKtAWBwaTnv5jVcaZTitPbHLSqq7QPruiEE3W2.jsonmetadata: ./metadata/3/4653427.json,NO,NO,NO,NO
11,3891,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isbestuniquearrangement: True,isuserstaff: False,subsetdeduplicated: True,haspaywall: False,isoriginal: False,isbestpath: False,isbestarrangement: False,subsetrated: False,haslyrics: False,publisher: ,isuserpro: True,israted: False,groups: ,version: 3.01,ncomments: 0,complexity: 0,genres: classical,nratings: 0,ntracks: 4,nfavorites: 0,rating: 0.0,tags: ,bestpath: /data2/zachary/musescore/data/d/r/QmdrRngyx4jPg9kNCkV4mSivEiDRmg9BkmRJoTsGPSZ3Mk.mscz,bestarrangement: /data2/zachary/musescore/data/Z/R/QmZRZtAhNmYa9pwTwXVHQgw5P3vBp25SXsAArfCPxmprMS.mscz,nannotations: 15,tracks: 52-52-52-52,songlengthbars: 17,bestuniquearrangement: /data2/zachary/musescore/data/c/L/QmcLCGUTBjANjCKWsznKFeqqu6d8wWuz4FfUBTSq54JHvF.mscz,artistname: Samuel Holyoke,subtitle: ,songlengthbeats: 65,composername: G MajorSamuel Holyoke 1791,scaleconsistency: 0.9849624060150376,grooveconsistency: 0.9244791666666666,nviews: 3,nlyrics: 0,songlength: 31200,songlengthseconds: 38.999921999142,notesperbar: 16.058823529411764,ntokens: 288,nnotes: 273,songname: Edinburgh,title: Edinburgh - Samuel Holyoke,pitchclassentropy: 2.826336441211194,path: ./data/c/L/QmcLCGUTBjANjCKWsznKFeqqu6d8wWuz4FfUBTSq54JHvF.jsonmetadata: ./metadata/0/5785272.json,YES,YES,YES,YES
12,3180,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isbestuniquearrangement: False,isuserstaff: False,subsetdeduplicated: False,haspaywall: False,isoriginal: False,isbestpath: False,isbestarrangement: False,subsetrated: False,haslyrics: False,publisher: ,isuserpro: True,israted: False,groups: ,version: 3.01,ncomments: 0,complexity: 1,genres: classical,nratings: 0,ntracks: 1,nfavorites: 0,rating: 0.0,tags: ,bestpath: /data2/zachary/musescore/data/a/k/QmakbwfJoR7ezJRuhSZAPU1pfTPvGRhfiKu9MK3A6LZjY5.mscz,bestarrangement: /data2/zachary/musescore/data/a/k/QmakbwfJoR7ezJRuhSZAPU1pfTPvGRhfiKu9MK3A6LZjY5.mscz,nannotations: 5,tracks: 0,songlengthbars: 33,bestuniquearrangement: /data2/zachary/musescore/data/a/k/QmakbwfJoR7ezJRuhSZAPU1pfTPvGRhfiKu9MK3A6LZjY5.mscz,artistname: Judi Morningstar,subtitle: ,songlengthbeats: 66,composername: Judi Morningstar 1992,scaleconsistency: 1.0,grooveconsistency: 0.94921875,nviews: 10,nlyrics: 0,songlength: 31680,songlengthseconds: 32.9999999991475,notesperbar: 3.9696969696969697,ntokens: 136,nnotes: 131,songname: March of St Timothy,title: Judi Morningstar - March of St Timothy,pitchclassentropy: 2.685076209272482,path: ./data/U/3/QmU3DuATXTTPk8fU4xGDvGdMxLqkJSm648ifFygh8FtXyb.jsonmetadata: ./metadata/6/4596653.json,YES,YES,YES,YES
13,2182,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,isbestuniquearrangement: True,subsetdeduplicated: True,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,isbestarrangement: True,subsetrated: False,isoriginal: False,haspaywall: False,isbestpath: True,publisher: ,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,genres: ,ncomments: 0,groups: ,ntracks: 1,nratings: 0,nfavorites: 0,rating: 0.0,songlengthbars: 19,subtitle: ,tags: ,nannotations: 4,tracks: 0,songlengthbeats: 65,composername: Traditional,grooveconsistency: 0.9518229166666666,scaleconsistency: 1.0,artistname: Misc tunes,nviews: 45,songlength: 30720,songlengthseconds: 95.999951997384,nlyrics: 0,notesperbar: 15.210526315789474,nnotes: 289,ntokens: 293,bestpath: /data2/zachary/musescore/data/R/u/QmRumvVGiyJiKZaaBouVYahPYB7Ww2WBDhsYac7DRQQMEm.mscz,bestarrangement: /data2/zachary/musescore/data/R/u/QmRumvVGiyJiKZaaBouVYahPYB7Ww2WBDhsYac7DRQQMEm.mscz,bestuniquearrangement: /data2/zachary/musescore/data/R/u/QmRumvVGiyJiKZaaBouVYahPYB7Ww2WBDhsYac7DRQQMEm.mscz,songname: The Wearing Of The Green,title: Traditional music - THE WEARING OF THE GREEN,pitchclassentropy: 2.700586227681905,path: ./data/R/u/QmRumvVGiyJiKZaaBouVYahPYB7Ww2WBDhsYac7DRQQMEm.jsonmetadata: ./metadata/1/4685616.json,NO,NO,YES,NO
14,9739,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/zero/1.0/,subsetrateddeduplicated: False,hascustomvideo: False,isbestuniquearrangement: False,subsetdeduplicated: False,haspaywall: False,isbestpath: False,isbestarrangement: False,license: cc-zero,hascustomaudio: False,isuserstaff: False,subsetrated: True,isoriginal: False,haslyrics: True,publisher: ,isuserpro: True,israted: True,complexity: 0,version: 2.06,groups: ,bestpath: /data2/zachary/musescore/data/P/a/QmPaXpgXuvTdHVJskneb3w1qh6vxLGvTpX5bAUDDyPBCWc.mscz,ncomments: 0,bestarrangement: /data2/zachary/musescore/data/c/o/Qmcon7R6vDc5v9d9o41cQQ6xWfrUjz4wWEhUNT3y3jr4KT.mscz,ntracks: 2,genres: classical,nratings: 3,nfavorites: 0,rating: 4.83,bestuniquearrangement: /data2/zachary/musescore/data/P/j/QmPjVyzp22t6F3pqDdd2PoBv8HrNkW7YCTdvjbAj4wprji.mscz,tags: ,subtitle: ,composername: Johannes Brahms,songlengthbars: 50,tracks: 0-68,artistname: Johannes Brahms,nannotations: 24,nlyrics: 85,scaleconsistency: 0.9414990859232176,songlengthbeats: 138,grooveconsistency: 0.9702380952380952,songlength: 41760,songlengthseconds: 46.71263679497819,nviews: 95,notesperbar: 10.96,nnotes: 548,ntokens: 657,songname: 5 Poems Op.19,title: Brahms Johannes - 5 Poems Op.19 No.1 - Der Kuss,pitchclassentropy: 3.043918978861176,path: ./data/e/3/Qme37SrnWHWFHVBdWySs9eKQAk9kC85jtvUEaEsPyzQo9Q.jsonmetadata: ./metadata/8/5069022.json,YES,YES,YES,YES
15,5221,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,artistname: Misc tunes,isuserpro: True,israted: False,complexity: 1,version: 3.01,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,bestarrangement: /data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,nfavorites: 0,bestpath: /data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,tags: ,bestuniquearrangement: /data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,nannotations: 26,songlengthbars: 36,composername: ,nviews: 1,scaleconsistency: 1.0,songlengthbeats: 193,songlengthseconds: 23.99999999968,grooveconsistency: 0.953125,subtitle: ,songlength: 46080,notesperbar: 4.722222222222222,ntokens: 196,nnotes: 170,songname: The Campbells Are Coming,title: the CAMPBELLS ARE COMING,pitchclassentropy: 2.4942821195393874,path: ./data/W/o/QmWoHh7dvxiZvtN3iekKGSXSf9ygFKiv3xrFZRS6zPdPgo.jsonmetadata: ./metadata/3/4865318.json,NO,NO,NO,NO
16,4466,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,artistname: Misc tunes,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,bestarrangement: /data2/zachary/musescore/data/X/y/QmXykKGmywZ39LkhyFnDUeSULrCtqwLrudwVsFKy35eypB.mscz,bestpath: /data2/zachary/musescore/data/X/y/QmXykKGmywZ39LkhyFnDUeSULrCtqwLrudwVsFKy35eypB.mscz,genres: ,groups: ,nfavorites: 0,bestuniquearrangement: /data2/zachary/musescore/data/S/y/QmSyBcAHQEgNKGVRgnocazcbQJN8gB2r7BWoXL5BmNvfbS.mscz,tags: ,nannotations: 3,composername: John Lowe (about 1815),scaleconsistency: 1.0,songlengthbars: 24,subtitle: ,nviews: 2,songlengthseconds: 95.99999999512,songlengthbeats: 48,grooveconsistency: 0.9722222222222222,songlength: 46080,notesperbar: 6.333333333333333,ntokens: 155,nnotes: 152,songname: Rachel Rae,title: Rachel Rae,pitchclassentropy: 2.590918113752702,path: ./data/Y/i/QmYiS2vQ5gDJXpFJiJzcG3kiKBHpbEeHjvZipuYCmXeM2r.jsonmetadata: ./metadata/9/4604475.json,YES,YES,YES,YES
17,8598,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/zero/1.0/,isbestuniquearrangement: True,subsetdeduplicated: True,subsetrateddeduplicated: False,isuserstaff: False,isbestarrangement: True,license: cc-zero,hascustomvideo: False,hascustomaudio: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: True,isuserpro: False,publisher: ,israted: False,complexity: 0,version: 3.01,groups: ,ncomments: 0,genres: pop-folk,ntracks: 7,rating: 0.0,nratings: 0,nfavorites: 4,bestpath: /data2/zachary/musescore/data/R/e/QmReFQ6fTgx7PkSix4embepcv3zCkgykTQ6vZPUd9rpZDE.mscz,songlengthbars: 64,tags: ,subtitle: Arrangement: Emma Hattersley,songlengthbeats: 256,nlyrics: 309,nannotations: 6,composername: Ed Sheeran,tracks: 52-52-52-52-52-52-52,artistname: Ed Sheeran,scaleconsistency: 1.0,songlength: 122400,grooveconsistency: 0.9537037037037036,nviews: 93,songlengthseconds: 152.999693996634,bestarrangement: /data2/zachary/musescore/data/N/f/QmNfmSv4bXEYY1sfNFe1WFYBNAywJnAEfUFQ6EMZwJpSL6.mscz,ntokens: 1447,notesperbar: 17.6875,nnotes: 1132,bestuniquearrangement: /data2/zachary/musescore/data/N/f/QmNfmSv4bXEYY1sfNFe1WFYBNAywJnAEfUFQ6EMZwJpSL6.mscz,songname: photograph,title: Photograph,pitchclassentropy: 2.640793331649615,path: ./data/N/f/QmNfmSv4bXEYY1sfNFe1WFYBNAywJnAEfUFQ6EMZwJpSL6.jsonmetadata: ./metadata/9/5947265.json,YES,YES,YES,YES
18,345,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,artistname: Misc tunes,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,nfavorites: 0,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,composername: ,tags: ,subtitle: ,songlengthbars: 32,nannotations: 4,songlengthseconds: 19.1999999997472,nviews: 2,scaleconsistency: 1.0,songlengthbeats: 192,songlength: 46080,grooveconsistency: 0.8967013888888888,notesperbar: 5.1875,ntokens: 170,nnotes: 166,songname: Sir Charles Rant. Ru2.047,title: Sir Charles Rant. Ru2.047,pitchclassentropy: 2.6408871720757823,path: ./data/T/2/QmT2mtRthQ85PfWSd6M11zEUuAfXNUgKW9kKi2UNgmFwoY.jsonmetadata: ./metadata/9/4561098.json,YES,YES,NO,NO
19,3264,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isbestuniquearrangement: False,isuserstaff: False,subsetdeduplicated: False,haspaywall: False,isoriginal: False,isbestpath: False,isbestarrangement: False,subsetrated: False,haslyrics: False,publisher: ,isuserpro: True,israted: False,groups: ,version: 3.01,ncomments: 0,complexity: 1,genres: classical,nratings: 0,ntracks: 1,nfavorites: 0,rating: 0.0,tags: ,bestpath: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,bestarrangement: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,nannotations: 15,tracks: 0,songlengthbars: 19,bestuniquearrangement: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,artistname: Daniel Dow,subtitle: ,songlengthbeats: 67,composername: Daniel Dow,scaleconsistency: 1.0,grooveconsistency: 0.90625,nviews: 5,nlyrics: 0,songlength: 30720,songlengthseconds: 31.999999999173333,notesperbar: 7.2105263157894735,ntokens: 152,nnotes: 137,songname: Daniel Dows Strathspey,title: Daniel Dow - Daniel Dows Strathspey,pitchclassentropy: 2.524317109617737,path: ./data/X/Q/QmXQcSgiv2bWJSL4pVck6Q34y5m6PEHoMJCpTLhse6FgyC.jsonmetadata: ./metadata/8/4658313.json,YES,YES,YES,YES
20,7741,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: True,subsetdeduplicated: True,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestarrangement: True,israted: False,isbestpath: False,publisher: ,rating: 0.0,nratings: 0,haslyrics: False,isuserpro: True,complexity: 2,version: 3.01,ncomments: 0,genres: classical,groups: ,nfavorites: 0,ntracks: 1,songlengthbars: 17,nannotations: 4,subtitle: ,tags: ,tracks: 0,songlengthbeats: 67,bestpath: /data2/zachary/musescore/data/c/t/QmctNTGe17hRWgLK65wg2SnXsZk6AXG7ydc5oW5hBoZWSy.mscz,grooveconsistency: 0.9453125,composername: ,artistname: Chas. H. Gabriel,songlength: 32160,scaleconsistency: 0.9652777777777778,nviews: 6,nlyrics: 0,songlengthseconds: 41.499999998919584,bestarrangement: /data2/zachary/musescore/data/T/a/QmTaFkzUywwfESaaZW77yBJ1rGYLNe7CutxR1HiCEe4RQ7.mscz,notesperbar: 16.941176470588236,nnotes: 288,ntokens: 292,bestuniquearrangement: /data2/zachary/musescore/data/T/a/QmTaFkzUywwfESaaZW77yBJ1rGYLNe7CutxR1HiCEe4RQ7.mscz,songname: There's a star that arose on the beautiful night,title: There's a star that arose on the beautiful night - Chas. H. Gabriel,pitchclassentropy: 2.884235722413889,path: ./data/T/a/QmTaFkzUywwfESaaZW77yBJ1rGYLNe7CutxR1HiCEe4RQ7.jsonmetadata: ./metadata/7/5805707.json,YES,YES,YES,YES
21,5966,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,israted: False,publisher: ,rating: 0.0,nratings: 0,isuserpro: True,nlyrics: 0,ncomments: 0,groups: ,complexity: 0,version: 3.01,tags: ,nfavorites: 0,bestarrangement: /data2/zachary/musescore/data/Y/8/QmY8eok11AzdLxcBCumYY9baHKXktBTBYJi8hPx6o7bgf2.mscz,bestpath: /data2/zachary/musescore/data/N/z/QmNzoaYmgQD6uw6ZMSo5xBbeSPC1qLgKx4XGreh4g7eK4S.mscz,ntracks: 4,genres: classical,bestuniquearrangement: /data2/zachary/musescore/data/Y/8/QmY8eok11AzdLxcBCumYY9baHKXktBTBYJi8hPx6o7bgf2.mscz,artistname: Jeremiah Ingalls,tracks: 52-52-52-52,nannotations: 12,songlengthbars: 24,composername: C Major Jeremiah Ingalls 1805,nviews: 2,scaleconsistency: 1.0,songlengthbeats: 144,songlengthseconds: 17.99999999976,grooveconsistency: 0.917824074074074,subtitle: Transcribed from Ingalls' Christian Harmony 1805.,songlength: 34560,notesperbar: 16.041666666666668,ntokens: 397,nnotes: 385,songname: Knowledge of Jesus,title: Knowledge of Jesus - Jeremiah Ingalls,pitchclassentropy: 2.462505071751299,path: ./data/d/R/QmdRk8dsErG5CED8zFsAQpa3P6gkjttEq14zcitSdpr2jN.jsonmetadata: ./metadata/5/5758091.json,YES,YES,YES,YES
22,8120,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: True,subsetdeduplicated: True,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestarrangement: True,israted: False,isbestpath: True,publisher: ,rating: 0.0,nratings: 0,haslyrics: False,isuserpro: False,complexity: 0,version: 1.14,ncomments: 0,genres: ,groups: ,nfavorites: 0,ntracks: 5,songlengthbars: 69,nannotations: 1,subtitle: adapshun by ur mum,tags: death,tracks: 0-41-42-48-48,songlengthbeats: 274,bestpath: /data2/zachary/musescore/data/V/2/QmV2UfeBPs17Sf2ZU2Z9Rf71kkMciRkWDBKcDw3ofjyPZs.mscz,grooveconsistency: 0.9767512077294686,composername: cummander mlilk moostashche,artistname: ,songlength: 132480,scaleconsistency: 0.998211091234347,nviews: 106,nlyrics: 0,songlengthseconds: 55.1999999986016,bestarrangement: /data2/zachary/musescore/data/V/2/QmV2UfeBPs17Sf2ZU2Z9Rf71kkMciRkWDBKcDw3ofjyPZs.mscz,notesperbar: 8.608695652173912,nnotes: 594,ntokens: 595,bestuniquearrangement: /data2/zachary/musescore/data/V/2/QmV2UfeBPs17Sf2ZU2Z9Rf71kkMciRkWDBKcDw3ofjyPZs.mscz,songname: ,title: eite dagerous soudntarck,pitchclassentropy: 2.744433334354695,path: ./data/V/2/QmV2UfeBPs17Sf2ZU2Z9Rf71kkMciRkWDBKcDw3ofjyPZs.jsonmetadata: ./metadata/9/1633191.json,NO,YES,YES,YES
23,196,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,artistname: Misc tunes,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,isuserpro: True,israted: False,complexity: 1,version: 3.01,nfavorites: 0,ncomments: 0,publisher: ,rating: 0.0,nratings: 0,ntracks: 1,nlyrics: 0,tracks: 0,genres: ,groups: ,composername: ,tags: ,subtitle: ,songlengthbars: 32,nannotations: 3,songlengthseconds: 127.99999999349332,nviews: 2,scaleconsistency: 1.0,songlengthbeats: 64,songlength: 61440,grooveconsistency: 0.9505208333333334,notesperbar: 6.875,ntokens: 223,nnotes: 220,songname: The Banshee,title: The Banshee,pitchclassentropy: 2.468403368213592,path: ./data/Q/d/QmQdYnMwoUw92MWoH6hTokZ8kEzP7DMKbfDn2jFUvfTAm7.jsonmetadata: ./metadata/1/4671235.json,NO,NO,NO,NO
24,9261,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/zero/1.0/,isbestuniquearrangement: True,subsetdeduplicated: True,subsetrateddeduplicated: True,isuserstaff: False,isbestarrangement: True,license: cc-zero,hascustomvideo: False,hascustomaudio: False,subsetrated: True,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,isuserpro: False,publisher: ,israted: True,complexity: 2,version: 3.01,groups: ,ncomments: 0,genres: soundtrack,ntracks: 1,rating: 4.56,nratings: 4,nfavorites: 1,bestpath: /data2/zachary/musescore/data/V/6/QmV6rfEGWkNsCaDdvxU2MUMwPqiRR4fKymVrk8JAAtrcMW.mscz,songlengthbars: 57,tags: ,subtitle: pastoraÅka,songlengthbeats: 226,nlyrics: 0,nannotations: 70,composername: Katarzyna Konciak Kamil BaraÅski,tracks: 0,artistname: Misc Christmas,scaleconsistency: 0.8294409058740269,songlength: 108480,grooveconsistency: 0.9754464285714286,nviews: 600,songlengthseconds: 241.99998379352007,bestarrangement: /data2/zachary/musescore/data/X/8/QmX81Kdg7enVgupoXE5MW15YnqE6VkfNAo5XSyMUJ8TagR.mscz,ntokens: 1489,notesperbar: 24.894736842105264,nnotes: 1419,bestuniquearrangement: /data2/zachary/musescore/data/X/8/QmX81Kdg7enVgupoXE5MW15YnqE6VkfNAo5XSyMUJ8TagR.mscz,songname: Cicho cicho pastuszkowie,title: Cicho cicho pastuszkowie,pitchclassentropy: 3.144250799255689,path: ./data/X/8/QmX81Kdg7enVgupoXE5MW15YnqE6VkfNAo5XSyMUJ8TagR.jsonmetadata: ./metadata/4/5901808.json,NO,YES,YES,YES
25,6188,isuserpublisher: Falsehasannotations: Truehasmetadata: Trueisofficial: Falsesubsetall: Trueisdraft: False,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,subsetrateddeduplicated: False,isbestuniquearrangement: False,subsetdeduplicated: False,isbestarrangement: False,hascustomvideo: False,hascustomaudio: False,license: publicdomain,isuserstaff: False,subsetrated: False,haspaywall: False,isoriginal: False,isbestpath: False,haslyrics: False,israted: False,publisher: ,rating: 0.0,nratings: 0,isuserpro: True,nlyrics: 0,ncomments: 0,groups: ,complexity: 1,version: 3.01,tags: ,nfavorites: 0,bestarrangement: /data2/zachary/musescore/data/Q/b/QmQbzpz2rr5gzJpvegZGn823iKUoJd5ogLYSG46wfChRQa.mscz,bestpath: /data2/zachary/musescore/data/Q/b/QmQbzpz2rr5gzJpvegZGn823iKUoJd5ogLYSG46wfChRQa.mscz,ntracks: 1,genres: ,bestuniquearrangement: /data2/zachary/musescore/data/e/o/Qmeo58hvt3giZKcJzqAVZC6FWkFb8pMfBV2cvVJ3J5bGW4.mscz,artistname: Misc tunes,tracks: 0,nannotations: 7,songlengthbars: 45,composername: ,nviews: 2,scaleconsistency: 1.0,songlengthbeats: 161,songlengthseconds: 71.11111110928067,grooveconsistency: 0.9260416666666668,subtitle: ,songlength: 76800,notesperbar: 4.844444444444444,ntokens: 225,nnotes: 218,songname: Barley Brae,title: Barley Brae,pitchclassentropy: 2.744891860830019,path: ./data/W/Y/QmWYVsxkf38XwRNu82NYF9TMCHTGqUfgiD33h3t4tog3mK.jsonmetadata: ./metadata/0/4963417.json,YES,NO,NO,NO
