,path,metadata,hasmetadata,version,isuserpro,isuserpublisher,isuserstaff,haspaywall,israted,isofficial,isoriginal,isdraft,hascustomaudio,hascustomvideo,ncomments,nfavorites,nviews,nratings,rating,license,licenseurl,genres,groups,tags,songname,title,subtitle,artistname,composername,publisher,complexity,ntracks,tracks,songlength,songlengthseconds,songlengthbars,songlengthbeats,nnotes,notesperbar,nannotations,hasannotations,nlyrics,haslyrics,ntokens,pitchclassentropy,scaleconsistency,grooveconsistency,bestpath,isbestpath,bestarrangement,isbestarrangement,bestuniquearrangement,isbestuniquearrangement,subsetall,subsetrated,subsetdeduplicated,subsetrateddeduplicated,manual_labels,gpt4o,llama3-8b,llama3-70b
2750,path: ./data/Q/Q/QmQQtHnWAKtAWBwaTnv5jVcaZTitPbHLSqq7QPruiEE3W2.json,metadata: ./metadata/3/4653427.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 3,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: 2. La Turc,title: 2. La Turc,subtitle: la Turc,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 92160,songlengthseconds: 191.99999999024,songlengthbars: 48,songlengthbeats: 96,nnotes: 160,notesperbar: 3.333333333333333,nannotations: 11,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 171,pitchclassentropy: 2.6241408588504784,scaleconsistency: 1.0,grooveconsistency: 0.9791666666666666,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
7487,path: ./data/c/L/QmcLCGUTBjANjCKWsznKFeqqu6d8wWuz4FfUBTSq54JHvF.json,metadata: ./metadata/0/5785272.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 3,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: classical,groups: ,tags: ,songname: Edinburgh,title: Edinburgh - Samuel Holyoke,subtitle: ,artistname: Samuel Holyoke,composername: G MajorSamuel Holyoke 1791,publisher: ,complexity: 0,ntracks: 4,tracks: 52-52-52-52,songlength: 31200,songlengthseconds: 38.999921999142,songlengthbars: 17,songlengthbeats: 65,nnotes: 273,notesperbar: 16.058823529411764,nannotations: 15,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 288,pitchclassentropy: 2.826336441211194,scaleconsistency: 0.9849624060150376,grooveconsistency: 0.9244791666666666,bestpath: /data2/zachary/musescore/data/d/r/QmdrRngyx4jPg9kNCkV4mSivEiDRmg9BkmRJoTsGPSZ3Mk.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/Z/R/QmZRZtAhNmYa9pwTwXVHQgw5P3vBp25SXsAArfCPxmprMS.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/c/L/QmcLCGUTBjANjCKWsznKFeqqu6d8wWuz4FfUBTSq54JHvF.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,YES,YES,YES,YES
5272,path: ./data/U/3/QmU3DuATXTTPk8fU4xGDvGdMxLqkJSm648ifFygh8FtXyb.json,metadata: ./metadata/6/4596653.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 10,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: classical,groups: ,tags: ,songname: March of St Timothy,title: Judi Morningstar - March of St Timothy,subtitle: ,artistname: Judi Morningstar,composername: Judi Morningstar 1992,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 31680,songlengthseconds: 32.9999999991475,songlengthbars: 33,songlengthbeats: 66,nnotes: 131,notesperbar: 3.9696969696969697,nannotations: 5,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 136,pitchclassentropy: 2.685076209272482,scaleconsistency: 1.0,grooveconsistency: 0.94921875,bestpath: /data2/zachary/musescore/data/a/k/QmakbwfJoR7ezJRuhSZAPU1pfTPvGRhfiKu9MK3A6LZjY5.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/k/QmakbwfJoR7ezJRuhSZAPU1pfTPvGRhfiKu9MK3A6LZjY5.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/a/k/QmakbwfJoR7ezJRuhSZAPU1pfTPvGRhfiKu9MK3A6LZjY5.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,YES,YES,YES,YES
5653,path: ./data/R/u/QmRumvVGiyJiKZaaBouVYahPYB7Ww2WBDhsYac7DRQQMEm.json,metadata: ./metadata/1/4685616.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 45,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: The Wearing Of The Green,title: Traditional music - THE WEARING OF THE GREEN,subtitle: ,artistname: Misc tunes,composername: Traditional,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 30720,songlengthseconds: 95.999951997384,songlengthbars: 19,songlengthbeats: 65,nnotes: 289,notesperbar: 15.210526315789474,nannotations: 4,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 293,pitchclassentropy: 2.700586227681905,scaleconsistency: 1.0,grooveconsistency: 0.9518229166666666,bestpath: /data2/zachary/musescore/data/R/u/QmRumvVGiyJiKZaaBouVYahPYB7Ww2WBDhsYac7DRQQMEm.mscz,isbestpath: True,bestarrangement: /data2/zachary/musescore/data/R/u/QmRumvVGiyJiKZaaBouVYahPYB7Ww2WBDhsYac7DRQQMEm.mscz,isbestarrangement: True,bestuniquearrangement: /data2/zachary/musescore/data/R/u/QmRumvVGiyJiKZaaBouVYahPYB7Ww2WBDhsYac7DRQQMEm.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,NO,NO,YES,NO
3999,path: ./data/e/3/Qme37SrnWHWFHVBdWySs9eKQAk9kC85jtvUEaEsPyzQo9Q.json,metadata: ./metadata/8/5069022.json,hasmetadata: True,version: 2.06,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: True,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 95,nratings: 3,rating: 4.83,license: cc-zero,licenseurl: https://creativecommons.org/publicdomain/zero/1.0/,genres: classical,groups: ,tags: ,songname: 5 Poems Op.19,title: Brahms Johannes - 5 Poems Op.19 No.1 - Der Kuss,subtitle: ,artistname: Johannes Brahms,composername: Johannes Brahms,publisher: ,complexity: 0,ntracks: 2,tracks: 0-68,songlength: 41760,songlengthseconds: 46.71263679497819,songlengthbars: 50,songlengthbeats: 138,nnotes: 548,notesperbar: 10.96,nannotations: 24,hasannotations: True,nlyrics: 85,haslyrics: True,ntokens: 657,pitchclassentropy: 3.043918978861176,scaleconsistency: 0.9414990859232176,grooveconsistency: 0.9702380952380952,bestpath: /data2/zachary/musescore/data/P/a/QmPaXpgXuvTdHVJskneb3w1qh6vxLGvTpX5bAUDDyPBCWc.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/c/o/Qmcon7R6vDc5v9d9o41cQQ6xWfrUjz4wWEhUNT3y3jr4KT.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/P/j/QmPjVyzp22t6F3pqDdd2PoBv8HrNkW7YCTdvjbAj4wprji.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: True,subsetdeduplicated: False,subsetrateddeduplicated: False,YES,YES,YES,YES
6033,path: ./data/W/o/QmWoHh7dvxiZvtN3iekKGSXSf9ygFKiv3xrFZRS6zPdPgo.json,metadata: ./metadata/3/4865318.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 1,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: The Campbells Are Coming,title: the CAMPBELLS ARE COMING,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 46080,songlengthseconds: 23.99999999968,songlengthbars: 36,songlengthbeats: 193,nnotes: 170,notesperbar: 4.722222222222222,nannotations: 26,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 196,pitchclassentropy: 2.4942821195393874,scaleconsistency: 1.0,grooveconsistency: 0.953125,bestpath: /data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/c/R/QmcR7Z9a9yj3XNxwWw3BXcyE9t4FWDJQrdwQvHpV2sXPMq.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,YES,NO,NO
582,path: ./data/Y/i/QmYiS2vQ5gDJXpFJiJzcG3kiKBHpbEeHjvZipuYCmXeM2r.json,metadata: ./metadata/9/4604475.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 2,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: Rachel Rae,title: Rachel Rae,subtitle: ,artistname: Misc tunes,composername: John Lowe (about 1815),publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 46080,songlengthseconds: 95.99999999512,songlengthbars: 24,songlengthbeats: 48,nnotes: 152,notesperbar: 6.333333333333333,nannotations: 3,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 155,pitchclassentropy: 2.590918113752702,scaleconsistency: 1.0,grooveconsistency: 0.9722222222222222,bestpath: /data2/zachary/musescore/data/X/y/QmXykKGmywZ39LkhyFnDUeSULrCtqwLrudwVsFKy35eypB.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/X/y/QmXykKGmywZ39LkhyFnDUeSULrCtqwLrudwVsFKy35eypB.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/S/y/QmSyBcAHQEgNKGVRgnocazcbQJN8gB2r7BWoXL5BmNvfbS.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,YES,YES,YES,YES
9930,path: ./data/N/f/QmNfmSv4bXEYY1sfNFe1WFYBNAywJnAEfUFQ6EMZwJpSL6.json,metadata: ./metadata/9/5947265.json,hasmetadata: True,version: 3.01,isuserpro: False,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 4,nviews: 93,nratings: 0,rating: 0.0,license: cc-zero,licenseurl: https://creativecommons.org/publicdomain/zero/1.0/,genres: pop-folk,groups: ,tags: ,songname: photograph,title: Photograph,subtitle: Arrangement: Emma Hattersley,artistname: Ed Sheeran,composername: Ed Sheeran,publisher: ,complexity: 0,ntracks: 7,tracks: 52-52-52-52-52-52-52,songlength: 122400,songlengthseconds: 152.999693996634,songlengthbars: 64,songlengthbeats: 256,nnotes: 1132,notesperbar: 17.6875,nannotations: 6,hasannotations: True,nlyrics: 309,haslyrics: True,ntokens: 1447,pitchclassentropy: 2.640793331649615,scaleconsistency: 1.0,grooveconsistency: 0.9537037037037036,bestpath: /data2/zachary/musescore/data/R/e/QmReFQ6fTgx7PkSix4embepcv3zCkgykTQ6vZPUd9rpZDE.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/N/f/QmNfmSv4bXEYY1sfNFe1WFYBNAywJnAEfUFQ6EMZwJpSL6.mscz,isbestarrangement: True,bestuniquearrangement: /data2/zachary/musescore/data/N/f/QmNfmSv4bXEYY1sfNFe1WFYBNAywJnAEfUFQ6EMZwJpSL6.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,YES,YES,YES,YES
7051,path: ./data/T/2/QmT2mtRthQ85PfWSd6M11zEUuAfXNUgKW9kKi2UNgmFwoY.json,metadata: ./metadata/9/4561098.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 2,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: Sir Charles Rant. Ru2.047,title: Sir Charles Rant. Ru2.047,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 46080,songlengthseconds: 19.1999999997472,songlengthbars: 32,songlengthbeats: 192,nnotes: 166,notesperbar: 5.1875,nannotations: 4,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 170,pitchclassentropy: 2.6408871720757823,scaleconsistency: 1.0,grooveconsistency: 0.8967013888888888,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,YES,YES,NO,YES
8158,path: ./data/X/Q/QmXQcSgiv2bWJSL4pVck6Q34y5m6PEHoMJCpTLhse6FgyC.json,metadata: ./metadata/8/4658313.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 5,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: classical,groups: ,tags: ,songname: Daniel Dows Strathspey,title: Daniel Dow - Daniel Dows Strathspey,subtitle: ,artistname: Daniel Dow,composername: Daniel Dow,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 30720,songlengthseconds: 31.999999999173333,songlengthbars: 19,songlengthbeats: 67,nnotes: 137,notesperbar: 7.2105263157894735,nannotations: 15,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 152,pitchclassentropy: 2.524317109617737,scaleconsistency: 1.0,grooveconsistency: 0.90625,bestpath: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/f/5/Qmf5QQhwvkXMmNtjG8ydfNRFq5yBDvhQbfQog3n3DEQ2kC.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,YES,YES,YES,YES
9896,path: ./data/T/a/QmTaFkzUywwfESaaZW77yBJ1rGYLNe7CutxR1HiCEe4RQ7.json,metadata: ./metadata/7/5805707.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 6,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: classical,groups: ,tags: ,songname: There's a star that arose on the beautiful night,title: There's a star that arose on the beautiful night - Chas. H. Gabriel,subtitle: ,artistname: Chas. H. Gabriel,composername: ,publisher: ,complexity: 2,ntracks: 1,tracks: 0,songlength: 32160,songlengthseconds: 41.499999998919584,songlengthbars: 17,songlengthbeats: 67,nnotes: 288,notesperbar: 16.941176470588236,nannotations: 4,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 292,pitchclassentropy: 2.884235722413889,scaleconsistency: 0.9652777777777778,grooveconsistency: 0.9453125,bestpath: /data2/zachary/musescore/data/c/t/QmctNTGe17hRWgLK65wg2SnXsZk6AXG7ydc5oW5hBoZWSy.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/T/a/QmTaFkzUywwfESaaZW77yBJ1rGYLNe7CutxR1HiCEe4RQ7.mscz,isbestarrangement: True,bestuniquearrangement: /data2/zachary/musescore/data/T/a/QmTaFkzUywwfESaaZW77yBJ1rGYLNe7CutxR1HiCEe4RQ7.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,YES,YES,YES,YES
2249,path: ./data/d/R/QmdRk8dsErG5CED8zFsAQpa3P6gkjttEq14zcitSdpr2jN.json,metadata: ./metadata/5/5758091.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 2,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: classical,groups: ,tags: ,songname: Knowledge of Jesus,title: Knowledge of Jesus - Jeremiah Ingalls,subtitle: Transcribed from Ingalls' Christian Harmony 1805.,artistname: Jeremiah Ingalls,composername: C Major Jeremiah Ingalls 1805,publisher: ,complexity: 0,ntracks: 4,tracks: 52-52-52-52,songlength: 34560,songlengthseconds: 17.99999999976,songlengthbars: 24,songlengthbeats: 144,nnotes: 385,notesperbar: 16.041666666666668,nannotations: 12,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 397,pitchclassentropy: 2.462505071751299,scaleconsistency: 1.0,grooveconsistency: 0.917824074074074,bestpath: /data2/zachary/musescore/data/N/z/QmNzoaYmgQD6uw6ZMSo5xBbeSPC1qLgKx4XGreh4g7eK4S.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/Y/8/QmY8eok11AzdLxcBCumYY9baHKXktBTBYJi8hPx6o7bgf2.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/Y/8/QmY8eok11AzdLxcBCumYY9baHKXktBTBYJi8hPx6o7bgf2.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,YES,YES,YES,YES
4640,path: ./data/V/2/QmV2UfeBPs17Sf2ZU2Z9Rf71kkMciRkWDBKcDw3ofjyPZs.json,metadata: ./metadata/9/1633191.json,hasmetadata: True,version: 1.14,isuserpro: False,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 106,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: death,songname: ,title: eite dagerous soudntarck,subtitle: adapshun by ur mum,artistname: ,composername: cummander mlilk moostashche,publisher: ,complexity: 0,ntracks: 5,tracks: 0-41-42-48-48,songlength: 132480,songlengthseconds: 55.1999999986016,songlengthbars: 69,songlengthbeats: 274,nnotes: 594,notesperbar: 8.608695652173912,nannotations: 1,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 595,pitchclassentropy: 2.744433334354695,scaleconsistency: 0.998211091234347,grooveconsistency: 0.9767512077294686,bestpath: /data2/zachary/musescore/data/V/2/QmV2UfeBPs17Sf2ZU2Z9Rf71kkMciRkWDBKcDw3ofjyPZs.mscz,isbestpath: True,bestarrangement: /data2/zachary/musescore/data/V/2/QmV2UfeBPs17Sf2ZU2Z9Rf71kkMciRkWDBKcDw3ofjyPZs.mscz,isbestarrangement: True,bestuniquearrangement: /data2/zachary/musescore/data/V/2/QmV2UfeBPs17Sf2ZU2Z9Rf71kkMciRkWDBKcDw3ofjyPZs.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: False,subsetdeduplicated: True,subsetrateddeduplicated: False,NO,YES,YES,YES
9485,path: ./data/Q/d/QmQdYnMwoUw92MWoH6hTokZ8kEzP7DMKbfDn2jFUvfTAm7.json,metadata: ./metadata/1/4671235.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 2,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: The Banshee,title: The Banshee,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 61440,songlengthseconds: 127.99999999349332,songlengthbars: 32,songlengthbeats: 64,nnotes: 220,notesperbar: 6.875,nannotations: 3,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 223,pitchclassentropy: 2.468403368213592,scaleconsistency: 1.0,grooveconsistency: 0.9505208333333334,bestpath: /data2/zachary/musescore/data/Y/T/QmYTrMnu1wWnKcxXbDpVCyaDPGq3GiPQ7GTbKvnDXg7Ya4.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/a/a/QmaahMHX51JmiE3LZUbdFpvTTuMdiV8Uvmvg6WPn1ATqJ5.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,NO,NO,NO,NO
4947,path: ./data/X/8/QmX81Kdg7enVgupoXE5MW15YnqE6VkfNAo5XSyMUJ8TagR.json,metadata: ./metadata/4/5901808.json,hasmetadata: True,version: 3.01,isuserpro: False,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: True,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 1,nviews: 600,nratings: 4,rating: 4.56,license: cc-zero,licenseurl: https://creativecommons.org/publicdomain/zero/1.0/,genres: soundtrack,groups: ,tags: ,songname: Cicho cicho pastuszkowie,title: Cicho cicho pastuszkowie,subtitle: pastoraÅka,artistname: Misc Christmas,composername: Katarzyna Konciak Kamil BaraÅski,publisher: ,complexity: 2,ntracks: 1,tracks: 0,songlength: 108480,songlengthseconds: 241.99998379352007,songlengthbars: 57,songlengthbeats: 226,nnotes: 1419,notesperbar: 24.894736842105264,nannotations: 70,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 1489,pitchclassentropy: 3.144250799255689,scaleconsistency: 0.8294409058740269,grooveconsistency: 0.9754464285714286,bestpath: /data2/zachary/musescore/data/V/6/QmV6rfEGWkNsCaDdvxU2MUMwPqiRR4fKymVrk8JAAtrcMW.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/X/8/QmX81Kdg7enVgupoXE5MW15YnqE6VkfNAo5XSyMUJ8TagR.mscz,isbestarrangement: True,bestuniquearrangement: /data2/zachary/musescore/data/X/8/QmX81Kdg7enVgupoXE5MW15YnqE6VkfNAo5XSyMUJ8TagR.mscz,isbestuniquearrangement: True,subsetall: True,subsetrated: True,subsetdeduplicated: True,subsetrateddeduplicated: True,NO,YES,YES,YES
9920,path: ./data/W/Y/QmWYVsxkf38XwRNu82NYF9TMCHTGqUfgiD33h3t4tog3mK.json,metadata: ./metadata/0/4963417.json,hasmetadata: True,version: 3.01,isuserpro: True,isuserpublisher: False,isuserstaff: False,haspaywall: False,israted: False,isofficial: False,isoriginal: False,isdraft: False,hascustomaudio: False,hascustomvideo: False,ncomments: 0,nfavorites: 0,nviews: 2,nratings: 0,rating: 0.0,license: publicdomain,licenseurl: https://creativecommons.org/publicdomain/mark/1.0/,genres: ,groups: ,tags: ,songname: Barley Brae,title: Barley Brae,subtitle: ,artistname: Misc tunes,composername: ,publisher: ,complexity: 1,ntracks: 1,tracks: 0,songlength: 76800,songlengthseconds: 71.11111110928067,songlengthbars: 45,songlengthbeats: 161,nnotes: 218,notesperbar: 4.844444444444444,nannotations: 7,hasannotations: True,nlyrics: 0,haslyrics: False,ntokens: 225,pitchclassentropy: 2.744891860830019,scaleconsistency: 1.0,grooveconsistency: 0.9260416666666668,bestpath: /data2/zachary/musescore/data/Q/b/QmQbzpz2rr5gzJpvegZGn823iKUoJd5ogLYSG46wfChRQa.mscz,isbestpath: False,bestarrangement: /data2/zachary/musescore/data/Q/b/QmQbzpz2rr5gzJpvegZGn823iKUoJd5ogLYSG46wfChRQa.mscz,isbestarrangement: False,bestuniquearrangement: /data2/zachary/musescore/data/e/o/Qmeo58hvt3giZKcJzqAVZC6FWkFb8pMfBV2cvVJ3J5bGW4.mscz,isbestuniquearrangement: False,subsetall: True,subsetrated: False,subsetdeduplicated: False,subsetrateddeduplicated: False,YES,NO,NO,NO
